id,title,content,rating
20226979,Bình thường,"Điện thoại mới mà không có củ sạc , dây sạc 2 đầu như nhau chỉ cắm vào đt không có đầu cắm vào củ sạc ? Giao hàng chậm so với thông báo",3
20173560,Rất không hài lòng,"Mới dùng mà đã chập trờn, lúc vào điện lúc không, rồi không sạc được nữa rồi",1
19923896,Bình thường,Abcçxccccccccccrhj GG sư t hhuuy,3
18467277,Rất không hài lòng,Sản phẩm thì ngon nhưng mà shipper đến giao hàng vẫn chưa nhận đc mã OTP.Gọi tổng đài hoài hết tiền điện thoại luôn mà không nhận đc lời xin lỗi.Vừa mất thời gian a shipper và mình,1
18895698,Rất không hài lòng,"tiki *** dối khách hàng, mua hàng xong không hoàn astra",1
18089065,Bình thường,Vừa mua xong cái tiki giảm giá,3
18163739,Rất không hài lòng,"(*) Đánh giá không tính điểm
Giao hàng quá chậm trễ. Mình đi mua tặng người thân mà mãi mới nhận được hàng. Mua 20.5tr nhưng máy rất nhanh xuống pin. Face ID cũng kém hơn các dòng đời thấp hơn",1
19067573,Rất không hài lòng,"(*) Đánh giá không tính điểm
Mua điện thoại mà nhìn cái hộp chán thế này. Chả hiểu tiki làm ăn kiểu gì. Thậm chí hộp bên trong còn k lót đệm",1
19594359,Bình thường,"(*) Đánh giá không tính điểm
Sau nhiều lần gọi đến tổng đài yêu cầu giao hàng, cuối cùng cũng điều người giao hàng trong đêm, sản phẩm tốt nhưng giao hàng tệ.",3
20013556,Bình thường,Mua đc 10 tháng ạ. Em gọi hỗ trợ theo hl nhưng k đc. Vẫn còn bảo hàng ạ,3
15307814,Bình thường,"Tiki giao hàng trước dự kiến, tuy nhiên đóng gói hàng không tốt đối với sản phẩm đắt tiền. Chỉ có 2 miếng giấy lót trên dưới rất ẩu, mà không có xốp cố định sản phẩm để tránh va đập. Nilon bọc ngoài điện thoại cũng không phải là loại nilon hạn chế va đập, bọc vô cùng sơ sài. Nói chung khá thất vọng về cách đóng gói sản phẩm có giá trị như vậy của Tiki.",3
